sitename,date,ecoli_value (MPN/100mL)
Manganui o te Ao at Ruatiti Domain,2017-01-04 00:00:00,420
Manganui o te Ao at Ruatiti Domain,2017-01-10 00:00:00,30
Manganui o te Ao at Ruatiti Domain,2017-01-17 00:00:00,110
Manganui o te Ao at Ruatiti Domain,2017-01-24 00:00:00,73
Manganui o te Ao at Ruatiti Domain,2017-01-31 00:00:00,64
Manganui o te Ao at Ruatiti Domain,2017-02-07 00:00:00,69
Manganui o te Ao at Ruatiti Domain,2017-02-14 00:00:00,64
Manganui o te Ao at Ruatiti Domain,2017-02-22 00:00:00,100
Manganui o te Ao at Ruatiti Domain,2017-02-28 00:00:00,120
Manganui o te Ao at Ruatiti Domain,2017-03-07 00:00:00,21
Manganui o te Ao at Ruatiti Domain,2017-03-14 00:00:00,240
Manganui o te Ao at Ruatiti Domain,2017-03-21 00:00:00,34
Manganui o te Ao at Ruatiti Domain,2017-03-28 00:00:00,660
Manganui o te Ao at Ruatiti Domain,2017-04-04 00:00:00,9700
Manganui o te Ao at Ruatiti Domain,2017-04-18 00:00:00,180
Manganui o te Ao at Ruatiti Domain,2017-04-26 00:00:00,21
Manganui o te Ao at Ruatiti Domain,2017-11-07 00:00:00,
Manganui o te Ao at Ruatiti Domain,2017-11-14 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2017-11-20 00:00:00,21
Manganui o te Ao at Ruatiti Domain,2017-11-21 00:00:00,21
Manganui o te Ao at Ruatiti Domain,2017-11-28 00:00:00,173
Manganui o te Ao at Ruatiti Domain,2017-12-05 00:00:00,134
Manganui o te Ao at Ruatiti Domain,2017-12-12 00:00:00,122
Manganui o te Ao at Ruatiti Domain,2017-12-18 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2017-12-19 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2017-12-28 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2018-01-04 00:00:00,282
Manganui o te Ao at Ruatiti Domain,2018-01-09 00:00:00,85
Manganui o te Ao at Ruatiti Domain,2018-01-16 00:00:00,156
Manganui o te Ao at Ruatiti Domain,2018-01-24 00:00:00,554
Manganui o te Ao at Ruatiti Domain,2018-01-30 00:00:00,262
Manganui o te Ao at Ruatiti Domain,2018-02-07 00:00:00,134
Manganui o te Ao at Ruatiti Domain,2018-02-13 00:00:00,414
Manganui o te Ao at Ruatiti Domain,2018-02-20 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2018-02-27 00:00:00,228
Manganui o te Ao at Ruatiti Domain,2018-03-06 00:00:00,75
Manganui o te Ao at Ruatiti Domain,2018-03-13 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2018-03-20 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2018-03-27 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2018-04-03 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2018-04-12 00:00:00,663
Manganui o te Ao at Ruatiti Domain,2018-04-17 00:00:00,61
Manganui o te Ao at Ruatiti Domain,2018-11-13 00:00:00,132
Manganui o te Ao at Ruatiti Domain,2018-11-20 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2018-11-27 00:00:00,471
Manganui o te Ao at Ruatiti Domain,2018-12-04 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2018-12-11 00:00:00,30
Manganui o te Ao at Ruatiti Domain,2018-12-18 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2018-12-27 00:00:00,345
Manganui o te Ao at Ruatiti Domain,2019-01-03 00:00:00,75
Manganui o te Ao at Ruatiti Domain,2019-01-08 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2019-01-15 00:00:00,1529
Manganui o te Ao at Ruatiti Domain,2019-01-22 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2019-01-30 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2019-02-05 00:00:00,51
Manganui o te Ao at Ruatiti Domain,2019-02-12 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2019-02-19 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2019-02-26 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2019-03-05 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2019-03-12 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2019-03-19 00:00:00,218
Manganui o te Ao at Ruatiti Domain,2019-03-26 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2019-04-02 00:00:00,657
Manganui o te Ao at Ruatiti Domain,2019-04-09 00:00:00,109
Manganui o te Ao at Ruatiti Domain,2019-04-17 00:00:00,813
Manganui o te Ao at Ruatiti Domain,2019-04-26 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2019-05-01 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2019-11-12 00:00:00,145
Manganui o te Ao at Ruatiti Domain,2019-11-19 00:00:00,148
Manganui o te Ao at Ruatiti Domain,2019-11-20 00:00:00,148
Manganui o te Ao at Ruatiti Domain,2019-11-27 00:00:00,
Manganui o te Ao at Ruatiti Domain,2019-12-03 00:00:00,158
Manganui o te Ao at Ruatiti Domain,2019-12-10 00:00:00,146
Manganui o te Ao at Ruatiti Domain,2019-12-17 00:00:00,256
Manganui o te Ao at Ruatiti Domain,2019-12-23 00:00:00,148
Manganui o te Ao at Ruatiti Domain,2019-12-30 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2020-01-07 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2020-01-15 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2020-01-21 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2020-01-28 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2020-02-03 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2020-02-11 00:00:00,
Manganui o te Ao at Ruatiti Domain,2020-02-18 00:00:00,
Manganui o te Ao at Ruatiti Domain,2020-02-25 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2020-03-04 00:00:00,637
Manganui o te Ao at Ruatiti Domain,2020-03-10 00:00:00,95
Manganui o te Ao at Ruatiti Domain,2020-03-18 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2020-11-03 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2020-11-10 00:00:00,2910
Manganui o te Ao at Ruatiti Domain,2020-11-24 00:00:00,161
Manganui o te Ao at Ruatiti Domain,2020-12-01 00:00:00,420
Manganui o te Ao at Ruatiti Domain,2020-12-08 00:00:00,2720
Manganui o te Ao at Ruatiti Domain,2020-12-15 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2020-12-22 00:00:00,30
Manganui o te Ao at Ruatiti Domain,2020-12-29 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2021-01-05 00:00:00,137
Manganui o te Ao at Ruatiti Domain,2021-01-12 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2021-01-19 00:00:00,331
Manganui o te Ao at Ruatiti Domain,2021-01-26 00:00:00,30
Manganui o te Ao at Ruatiti Domain,2021-02-02 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2021-02-09 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2021-02-16 00:00:00,228
Manganui o te Ao at Ruatiti Domain,2021-02-23 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2021-03-04 00:00:00,1169
Manganui o te Ao at Ruatiti Domain,2021-03-09 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2021-03-16 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2021-03-23 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2021-03-30 00:00:00,279
Manganui o te Ao at Ruatiti Domain,2021-04-06 00:00:00,75
Manganui o te Ao at Ruatiti Domain,2021-04-13 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2021-04-20 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2021-04-27 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2021-11-01 00:00:00,86
Manganui o te Ao at Ruatiti Domain,2021-11-09 00:00:00,
Manganui o te Ao at Ruatiti Domain,2021-11-15 00:00:00,1162
Manganui o te Ao at Ruatiti Domain,2021-11-22 00:00:00,85
Manganui o te Ao at Ruatiti Domain,2021-11-29 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2021-12-06 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2021-12-13 00:00:00,605
Manganui o te Ao at Ruatiti Domain,2021-12-20 00:00:00,
Manganui o te Ao at Ruatiti Domain,2021-12-27 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2022-01-03 00:00:00,110
Manganui o te Ao at Ruatiti Domain,2022-01-10 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2022-01-17 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2022-01-24 00:00:00,
Manganui o te Ao at Ruatiti Domain,2022-01-31 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2022-02-08 00:00:00,624
Manganui o te Ao at Ruatiti Domain,2022-02-14 00:00:00,237
Manganui o te Ao at Ruatiti Domain,2022-02-21 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2022-02-28 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2022-03-07 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2022-03-14 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2022-03-21 00:00:00,241
Manganui o te Ao at Ruatiti Domain,2022-03-28 00:00:00,86
Manganui o te Ao at Ruatiti Domain,2022-04-04 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2022-04-11 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2022-04-19 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2022-04-26 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2022-11-01 00:00:00,301
Manganui o te Ao at Ruatiti Domain,2022-11-07 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2022-11-14 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2022-11-21 00:00:00,345
Manganui o te Ao at Ruatiti Domain,2022-11-28 00:00:00,341
Manganui o te Ao at Ruatiti Domain,2022-12-05 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2022-12-12 00:00:00,158
Manganui o te Ao at Ruatiti Domain,2022-12-19 00:00:00,594
Manganui o te Ao at Ruatiti Domain,2022-12-28 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2023-01-04 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2023-01-09 00:00:00,473
Manganui o te Ao at Ruatiti Domain,2023-01-16 00:00:00,75
Manganui o te Ao at Ruatiti Domain,2023-01-24 00:00:00,86
Manganui o te Ao at Ruatiti Domain,2023-01-30 00:00:00,218
Manganui o te Ao at Ruatiti Domain,2023-02-07 00:00:00,246
Manganui o te Ao at Ruatiti Domain,2023-02-13 00:00:00,155
Manganui o te Ao at Ruatiti Domain,2023-02-20 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2023-02-27 00:00:00,74
Manganui o te Ao at Ruatiti Domain,2023-03-06 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2023-03-13 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2023-03-20 00:00:00,122
Manganui o te Ao at Ruatiti Domain,2023-03-27 00:00:00,309
Manganui o te Ao at Ruatiti Domain,2023-04-03 00:00:00,20
Manganui o te Ao at Ruatiti Domain,2023-04-11 00:00:00,1421
Manganui o te Ao at Ruatiti Domain,2023-04-17 00:00:00,
Manganui o te Ao at Ruatiti Domain,2023-04-26 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2023-11-06 00:00:00,
Manganui o te Ao at Ruatiti Domain,2023-11-14 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2023-11-21 00:00:00,272
Manganui o te Ao at Ruatiti Domain,2023-11-28 00:00:00,30
Manganui o te Ao at Ruatiti Domain,2023-12-05 00:00:00,565
Manganui o te Ao at Ruatiti Domain,2023-12-12 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2023-12-19 00:00:00,74
Manganui o te Ao at Ruatiti Domain,2023-12-28 00:00:00,158
Manganui o te Ao at Ruatiti Domain,2024-01-09 00:00:00,92
Manganui o te Ao at Ruatiti Domain,2024-01-16 00:00:00,1119
Manganui o te Ao at Ruatiti Domain,2024-01-24 00:00:00,334
Manganui o te Ao at Ruatiti Domain,2024-01-30 00:00:00,321
Manganui o te Ao at Ruatiti Domain,2024-02-07 00:00:00,145
Manganui o te Ao at Ruatiti Domain,2024-02-13 00:00:00,74
Manganui o te Ao at Ruatiti Domain,2024-02-20 00:00:00,247
Manganui o te Ao at Ruatiti Domain,2024-02-28 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2024-03-05 00:00:00,1187
Manganui o te Ao at Ruatiti Domain,2024-03-12 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2024-03-19 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2024-03-26 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2024-04-03 00:00:00,364
Manganui o te Ao at Ruatiti Domain,2024-04-09 00:00:00,
Manganui o te Ao at Ruatiti Domain,2024-04-16 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2024-04-23 00:00:00,86
Manganui o te Ao at Ruatiti Domain,2024-11-04 00:00:00,373
Manganui o te Ao at Ruatiti Domain,2024-11-11 00:00:00,150
Manganui o te Ao at Ruatiti Domain,2024-11-18 00:00:00,85
Manganui o te Ao at Ruatiti Domain,2024-11-25 00:00:00,85
Manganui o te Ao at Ruatiti Domain,2024-12-02 00:00:00,98
Manganui o te Ao at Ruatiti Domain,2024-12-10 00:00:00,556
Manganui o te Ao at Ruatiti Domain,2024-12-16 00:00:00,75
Manganui o te Ao at Ruatiti Domain,2024-12-23 00:00:00,
Manganui o te Ao at Ruatiti Domain,2024-12-30 00:00:00,110
Manganui o te Ao at Ruatiti Domain,2025-01-06 00:00:00,160
Manganui o te Ao at Ruatiti Domain,2025-01-13 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2025-01-20 00:00:00,98
Manganui o te Ao at Ruatiti Domain,2025-01-28 00:00:00,158
Manganui o te Ao at Ruatiti Domain,2025-02-03 00:00:00,
Manganui o te Ao at Ruatiti Domain,2025-02-11 00:00:00,359
Manganui o te Ao at Ruatiti Domain,2025-02-17 00:00:00,106
Manganui o te Ao at Ruatiti Domain,2025-02-24 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2025-03-03 00:00:00,
Manganui o te Ao at Ruatiti Domain,2025-03-10 00:00:00,63
Manganui o te Ao at Ruatiti Domain,2025-03-17 00:00:00,62
Manganui o te Ao at Ruatiti Domain,2025-03-25 00:00:00,158
Manganui o te Ao at Ruatiti Domain,2025-03-31 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2025-04-07 00:00:00,1050
Manganui o te Ao at Ruatiti Domain,2025-04-22 00:00:00,504
Manganui o te Ao at Ruatiti Domain,2025-04-28 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2025-11-03 00:00:00,
Manganui o te Ao at Ruatiti Domain,2025-11-10 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2025-11-20 00:00:00,201
Manganui o te Ao at Ruatiti Domain,2025-11-24 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2025-12-01 00:00:00,148
Manganui o te Ao at Ruatiti Domain,2025-12-08 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2025-12-17 00:00:00,410
Manganui o te Ao at Ruatiti Domain,2025-12-22 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2025-12-29 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2026-01-05 00:00:00,86
Manganui o te Ao at Ruatiti Domain,2026-01-12 00:00:00,473
Manganui o te Ao at Ruatiti Domain,2026-01-19 00:00:00,73
Manganui o te Ao at Ruatiti Domain,2026-01-27 00:00:00,246
Manganui o te Ao at Ruatiti Domain,2026-02-02 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2026-02-09 00:00:00,41
Manganui o te Ao at Ruatiti Domain,2026-02-23 00:00:00,52
Manganui o te Ao at Ruatiti Domain,2026-03-02 00:00:00,201
Manganui o te Ao at Ruatiti Domain,2026-03-09 00:00:00,31
Manganui o te Ao at Ruatiti Domain,2026-03-16 00:00:00,185
Manganui o te Ao at Ruatiti Domain,2026-03-23 00:00:00,10
Manganui o te Ao at Ruatiti Domain,2026-03-30 00:00:00,108
Manganui o te Ao at Ruatiti Domain,2026-04-09 00:00:00,189
Manganui o te Ao at Ruatiti Domain,2026-04-16 00:00:00,350
Manganui o te Ao at Ruatiti Domain,2026-04-20 00:00:00,487
Manganui o te Ao at Ruatiti Domain,2026-04-28 00:00:00,74
Mangaore at d/s Mangahao Power Station,2016-11-30 00:00:00,280
Mangaore at d/s Mangahao Power Station,2016-12-06 00:00:00,25
Mangaore at d/s Mangahao Power Station,2016-12-12 00:00:00,90
Mangaore at d/s Mangahao Power Station,2016-12-19 00:00:00,1400
Mangaore at d/s Mangahao Power Station,2016-12-28 00:00:00,110
Mangaore at d/s Mangahao Power Station,2017-01-04 00:00:00,64
Mangaore at d/s Mangahao Power Station,2017-01-09 00:00:00,25
Mangaore at d/s Mangahao Power Station,2017-01-16 00:00:00,130
Mangaore at d/s Mangahao Power Station,2017-01-24 00:00:00,260
Mangaore at d/s Mangahao Power Station,2017-01-30 00:00:00,34
Mangaore at d/s Mangahao Power Station,2017-02-07 00:00:00,2900
Mangaore at d/s Mangahao Power Station,2017-02-13 00:00:00,280
Mangaore at d/s Mangahao Power Station,2017-02-20 00:00:00,8
Mangaore at d/s Mangahao Power Station,2017-02-27 00:00:00,
Mangaore at d/s Mangahao Power Station,2017-03-06 00:00:00,16
Mangaore at d/s Mangahao Power Station,2017-03-13 00:00:00,200
Mangaore at d/s Mangahao Power Station,2017-03-20 00:00:00,12
Mangaore at d/s Mangahao Power Station,2017-03-27 00:00:00,25
Mangaore at d/s Mangahao Power Station,2017-04-03 00:00:00,290
Mangaore at d/s Mangahao Power Station,2017-04-10 00:00:00,25
Mangaore at d/s Mangahao Power Station,2017-04-18 00:00:00,8
Mangaore at d/s Mangahao Power Station,2017-04-27 00:00:00,
Mangaore at d/s Mangahao Power Station,2017-11-06 00:00:00,31
Mangaore at d/s Mangahao Power Station,2017-11-12 00:00:00,20
Mangaore at d/s Mangahao Power Station,2017-11-21 00:00:00,10
Mangaore at d/s Mangahao Power Station,2017-11-29 00:00:00,84
Mangaore at d/s Mangahao Power Station,2017-12-03 00:00:00,15
Mangaore at d/s Mangahao Power Station,2017-12-12 00:00:00,20
Mangaore at d/s Mangahao Power Station,2017-12-18 00:00:00,10
Mangaore at d/s Mangahao Power Station,2017-12-27 00:00:00,31
Mangaore at d/s Mangahao Power Station,2018-01-03 00:00:00,
Mangaore at d/s Mangahao Power Station,2018-01-08 00:00:00,2760
Mangaore at d/s Mangahao Power Station,2018-01-14 00:00:00,121
Mangaore at d/s Mangahao Power Station,2018-01-24 00:00:00,85
Mangaore at d/s Mangahao Power Station,2018-01-29 00:00:00,52
Mangaore at d/s Mangahao Power Station,2018-02-04 00:00:00,1190
Mangaore at d/s Mangahao Power Station,2018-02-13 00:00:00,2250
Mangaore at d/s Mangahao Power Station,2018-02-19 00:00:00,189
Mangaore at d/s Mangahao Power Station,2018-02-25 00:00:00,134
Mangaore at d/s Mangahao Power Station,2018-03-06 00:00:00,109
Mangaore at d/s Mangahao Power Station,2018-03-12 00:00:00,135
Mangaore at d/s Mangahao Power Station,2018-03-15 00:00:00,63
Mangaore at d/s Mangahao Power Station,2018-03-27 00:00:00,134
Mangaore at d/s Mangahao Power Station,2018-04-05 00:00:00,63
Mangaore at d/s Mangahao Power Station,2018-04-08 00:00:00,63
Mangaore at d/s Mangahao Power Station,2018-04-15 00:00:00,75
Mangaore at d/s Mangahao Power Station,2018-04-23 00:00:00,
Mangaore at d/s Mangahao Power Station,2018-11-12 00:00:00,
Mangaore at d/s Mangahao Power Station,2018-11-18 00:00:00,420
Mangaore at d/s Mangahao Power Station,2018-11-26 00:00:00,120
Mangaore at d/s Mangahao Power Station,2018-12-02 00:00:00,
Mangaore at d/s Mangahao Power Station,2018-12-10 00:00:00,
Mangaore at d/s Mangahao Power Station,2018-12-16 00:00:00,253
Mangaore at d/s Mangahao Power Station,2018-12-24 00:00:00,10
Mangaore at d/s Mangahao Power Station,2018-12-30 00:00:00,110
Mangaore at d/s Mangahao Power Station,2019-01-07 00:00:00,350
Mangaore at d/s Mangahao Power Station,2019-01-13 00:00:00,313
Mangaore at d/s Mangahao Power Station,2019-01-22 00:00:00,259
Mangaore at d/s Mangahao Power Station,2019-01-27 00:00:00,331
Mangaore at d/s Mangahao Power Station,2019-02-04 00:00:00,292
Mangaore at d/s Mangahao Power Station,2019-02-10 00:00:00,148
Mangaore at d/s Mangahao Power Station,2019-02-18 00:00:00,20
Mangaore at d/s Mangahao Power Station,2019-02-24 00:00:00,3650
Mangaore at d/s Mangahao Power Station,2019-03-04 00:00:00,121
Mangaore at d/s Mangahao Power Station,2019-03-10 00:00:00,75
Mangaore at d/s Mangahao Power Station,2019-03-17 00:00:00,213
Mangaore at d/s Mangahao Power Station,2019-03-24 00:00:00,134
Mangaore at d/s Mangahao Power Station,2019-04-01 00:00:00,63
Mangaore at d/s Mangahao Power Station,2019-04-07 00:00:00,31
Mangaore at d/s Mangahao Power Station,2019-04-15 00:00:00,84
Mangaore at d/s Mangahao Power Station,2019-04-21 00:00:00,110
Mangaore at d/s Mangahao Power Station,2019-04-29 00:00:00,697
Mangaore at d/s Mangahao Power Station,2019-11-04 00:00:00,10
Mangaore at d/s Mangahao Power Station,2019-11-10 00:00:00,41
Mangaore at d/s Mangahao Power Station,2019-11-18 00:00:00,529
Mangaore at d/s Mangahao Power Station,2019-11-24 00:00:00,72
Mangaore at d/s Mangahao Power Station,2019-12-02 00:00:00,10
Mangaore at d/s Mangahao Power Station,2019-12-08 00:00:00,3650
Mangaore at d/s Mangahao Power Station,2019-12-16 00:00:00,9
Mangaore at d/s Mangahao Power Station,2019-12-22 00:00:00,393
Mangaore at d/s Mangahao Power Station,2019-12-30 00:00:00,2490
Mangaore at d/s Mangahao Power Station,2020-01-05 00:00:00,121
Mangaore at d/s Mangahao Power Station,2020-01-13 00:00:00,594
Mangaore at d/s Mangahao Power Station,2020-01-19 00:00:00,41
Mangaore at d/s Mangahao Power Station,2020-01-27 00:00:00,988
Mangaore at d/s Mangahao Power Station,2020-02-02 00:00:00,3650
Mangaore at d/s Mangahao Power Station,2020-02-10 00:00:00,20
Mangaore at d/s Mangahao Power Station,2020-02-16 00:00:00,30
Mangaore at d/s Mangahao Power Station,2020-02-24 00:00:00,801
Mangaore at d/s Mangahao Power Station,2020-03-01 00:00:00,231
Mangaore at d/s Mangahao Power Station,2020-03-09 00:00:00,62
Mangaore at d/s Mangahao Power Station,2020-03-15 00:00:00,75
Mangaore at d/s Mangahao Power Station,2020-11-02 00:00:00,41
Mangaore at d/s Mangahao Power Station,2020-11-08 00:00:00,20
Mangaore at d/s Mangahao Power Station,2020-11-16 00:00:00,181
Mangaore at d/s Mangahao Power Station,2020-11-22 00:00:00,132
Mangaore at d/s Mangahao Power Station,2020-11-30 00:00:00,20
Mangaore at d/s Mangahao Power Station,2020-12-06 00:00:00,41
Mangaore at d/s Mangahao Power Station,2020-12-14 00:00:00,10
Mangaore at d/s Mangahao Power Station,2020-12-20 00:00:00,20
