sitename,date,ecoli_value (MPN/100mL)
Whanganui at Cherry Grove,2021-01-12 00:00:00,63
Whanganui at Cherry Grove,2021-01-19 00:00:00,20
Whanganui at Cherry Grove,2021-01-26 00:00:00,52
Whanganui at Cherry Grove,2021-02-02 00:00:00,20
Whanganui at Cherry Grove,2021-02-09 00:00:00,20
Whanganui at Cherry Grove,2021-02-16 00:00:00,131
Whanganui at Cherry Grove,2021-02-23 00:00:00,52
Whanganui at Cherry Grove,2021-03-04 00:00:00,771
Whanganui at Cherry Grove,2021-03-09 00:00:00,41
Whanganui at Cherry Grove,2021-03-16 00:00:00,132
Whanganui at Cherry Grove,2021-03-23 00:00:00,20
Whanganui at Cherry Grove,2021-03-30 00:00:00,305
Whanganui at Cherry Grove,2021-04-06 00:00:00,31
Whanganui at Cherry Grove,2021-04-13 00:00:00,10
Whanganui at Cherry Grove,2021-04-20 00:00:00,7
Whanganui at Cherry Grove,2021-04-27 00:00:00,75
Whanganui at Cherry Grove,2021-11-01 00:00:00,148
Whanganui at Cherry Grove,2021-11-09 00:00:00,132
Whanganui at Cherry Grove,2021-11-15 00:00:00,695
Whanganui at Cherry Grove,2021-11-22 00:00:00,213
Whanganui at Cherry Grove,2021-11-29 00:00:00,10
Whanganui at Cherry Grove,2021-12-07 00:00:00,
Whanganui at Cherry Grove,2021-12-14 00:00:00,1153
Whanganui at Cherry Grove,2021-12-21 00:00:00,110
Whanganui at Cherry Grove,2021-12-28 00:00:00,52
Whanganui at Cherry Grove,2022-01-04 00:00:00,52
Whanganui at Cherry Grove,2022-01-11 00:00:00,253
Whanganui at Cherry Grove,2022-01-18 00:00:00,75
Whanganui at Cherry Grove,2022-01-25 00:00:00,110
Whanganui at Cherry Grove,2022-02-01 00:00:00,134
Whanganui at Cherry Grove,2022-02-09 00:00:00,373
Whanganui at Cherry Grove,2022-02-15 00:00:00,591
Whanganui at Cherry Grove,2022-02-22 00:00:00,10
Whanganui at Cherry Grove,2022-03-01 00:00:00,301
Whanganui at Cherry Grove,2022-03-08 00:00:00,121
Whanganui at Cherry Grove,2022-03-15 00:00:00,109
Whanganui at Cherry Grove,2022-03-22 00:00:00,17300
Whanganui at Cherry Grove,2022-03-29 00:00:00,109
Whanganui at Cherry Grove,2022-04-05 00:00:00,148
Whanganui at Cherry Grove,2022-04-12 00:00:00,216
Whanganui at Cherry Grove,2022-04-20 00:00:00,75
Whanganui at Cherry Grove,2022-04-27 00:00:00,97
Whanganui at Cherry Grove,2022-11-02 00:00:00,422
Whanganui at Cherry Grove,2022-11-08 00:00:00,295
Whanganui at Cherry Grove,2022-11-15 00:00:00,295
Whanganui at Cherry Grove,2022-11-22 00:00:00,2382
Whanganui at Cherry Grove,2022-11-29 00:00:00,272
Whanganui at Cherry Grove,2022-12-06 00:00:00,158
Whanganui at Cherry Grove,2022-12-13 00:00:00,487
Whanganui at Cherry Grove,2022-12-20 00:00:00,496
Whanganui at Cherry Grove,2022-12-29 00:00:00,110
Whanganui at Cherry Grove,2023-01-05 00:00:00,171
Whanganui at Cherry Grove,2023-01-10 00:00:00,160
Whanganui at Cherry Grove,2023-01-17 00:00:00,41
Whanganui at Cherry Grove,2023-01-25 00:00:00,7700
Whanganui at Cherry Grove,2023-01-31 00:00:00,763
Whanganui at Cherry Grove,2023-02-08 00:00:00,183
Whanganui at Cherry Grove,2023-02-14 00:00:00,2850
Whanganui at Cherry Grove,2023-02-21 00:00:00,110
Whanganui at Cherry Grove,2023-02-28 00:00:00,703
Whanganui at Cherry Grove,2023-03-07 00:00:00,171
Whanganui at Cherry Grove,2023-03-14 00:00:00,785
Whanganui at Cherry Grove,2023-03-21 00:00:00,116
Whanganui at Cherry Grove,2023-03-28 00:00:00,145
Whanganui at Cherry Grove,2023-04-04 00:00:00,84
Whanganui at Cherry Grove,2023-04-12 00:00:00,754
Whanganui at Cherry Grove,2023-04-18 00:00:00,86
Whanganui at Cherry Grove,2023-04-27 00:00:00,96
Whanganui at Cherry Grove,2023-11-07 00:00:00,1723
Whanganui at Cherry Grove,2023-11-15 00:00:00,160
Whanganui at Cherry Grove,2023-11-22 00:00:00,388
Whanganui at Cherry Grove,2023-11-29 00:00:00,1043
Whanganui at Cherry Grove,2023-12-06 00:00:00,185
Whanganui at Cherry Grove,2023-12-13 00:00:00,119
Whanganui at Cherry Grove,2023-12-20 00:00:00,63
Whanganui at Cherry Grove,2023-12-29 00:00:00,292
Whanganui at Cherry Grove,2024-01-05 00:00:00,246
Whanganui at Cherry Grove,2024-01-10 00:00:00,110
Whanganui at Cherry Grove,2024-01-17 00:00:00,987
Whanganui at Cherry Grove,2024-01-25 00:00:00,262
Whanganui at Cherry Grove,2024-01-31 00:00:00,201
Whanganui at Cherry Grove,2024-02-08 00:00:00,262
Whanganui at Cherry Grove,2024-02-14 00:00:00,134
Whanganui at Cherry Grove,2024-02-21 00:00:00,97
Whanganui at Cherry Grove,2024-02-29 00:00:00,41
Whanganui at Cherry Grove,2024-03-06 00:00:00,884
Whanganui at Cherry Grove,2024-03-13 00:00:00,238
Whanganui at Cherry Grove,2024-03-20 00:00:00,171
Whanganui at Cherry Grove,2024-03-27 00:00:00,169
Whanganui at Cherry Grove,2024-04-04 00:00:00,146
Whanganui at Cherry Grove,2024-04-10 00:00:00,134
Whanganui at Cherry Grove,2024-04-17 00:00:00,109
Whanganui at Cherry Grove,2024-04-24 00:00:00,74
Whanganui at Cherry Grove,2024-11-05 00:00:00,959
Whanganui at Cherry Grove,2024-11-12 00:00:00,448
Whanganui at Cherry Grove,2024-11-19 00:00:00,160
Whanganui at Cherry Grove,2024-11-26 00:00:00,91
Whanganui at Cherry Grove,2024-12-03 00:00:00,145
Whanganui at Cherry Grove,2024-12-11 00:00:00,1153
Whanganui at Cherry Grove,2024-12-17 00:00:00,85
Whanganui at Cherry Grove,2024-12-23 00:00:00,231
Whanganui at Cherry Grove,2024-12-30 00:00:00,122
Whanganui at Cherry Grove,2025-01-07 00:00:00,75
Whanganui at Cherry Grove,2025-01-14 00:00:00,30
Whanganui at Cherry Grove,2025-01-21 00:00:00,52
Whanganui at Cherry Grove,2025-01-29 00:00:00,233
Whanganui at Cherry Grove,2025-02-04 00:00:00,31
Whanganui at Cherry Grove,2025-02-11 00:00:00,457
Whanganui at Cherry Grove,2025-02-18 00:00:00,146
Whanganui at Cherry Grove,2025-02-25 00:00:00,63
Whanganui at Cherry Grove,2025-03-03 00:00:00,20
Whanganui at Cherry Grove,2025-03-11 00:00:00,31
Whanganui at Cherry Grove,2025-03-18 00:00:00,538
Whanganui at Cherry Grove,2025-03-25 00:00:00,72
Whanganui at Cherry Grove,2025-04-01 00:00:00,960
Whanganui at Cherry Grove,2025-04-07 00:00:00,75
Whanganui at Cherry Grove,2025-04-14 00:00:00,51
Whanganui at Cherry Grove,2025-04-22 00:00:00,644
Whanganui at Cherry Grove,2025-04-28 00:00:00,155
Whanganui at Cherry Grove,2025-11-05 00:00:00,75
Whanganui at Cherry Grove,2025-11-11 00:00:00,1607
Whanganui at Cherry Grove,2025-11-18 00:00:00,134
Whanganui at Cherry Grove,2025-11-25 00:00:00,256
Whanganui at Cherry Grove,2025-12-02 00:00:00,175
Whanganui at Cherry Grove,2025-12-09 00:00:00,146
Whanganui at Cherry Grove,2025-12-16 00:00:00,121
Whanganui at Cherry Grove,2025-12-23 00:00:00,243
Whanganui at Cherry Grove,2025-12-30 00:00:00,86
Whanganui at Cherry Grove,2026-01-05 00:00:00,121
Whanganui at Cherry Grove,2026-01-13 00:00:00,98
Whanganui at Cherry Grove,2026-01-20 00:00:00,228
Whanganui at Cherry Grove,2026-01-28 00:00:00,216
Whanganui at Cherry Grove,2026-02-03 00:00:00,2850
Whanganui at Cherry Grove,2026-02-10 00:00:00,160
Whanganui at Cherry Grove,2026-02-24 00:00:00,75
Whanganui at Cherry Grove,2026-03-03 00:00:00,98
Whanganui at Cherry Grove,2026-03-10 00:00:00,119
Whanganui at Cherry Grove,2026-03-17 00:00:00,199
Whanganui at Cherry Grove,2026-03-24 00:00:00,109
Whanganui at Cherry Grove,2026-03-31 00:00:00,146
Whanganui at Cherry Grove,2026-04-08 00:00:00,265
Whanganui at Cherry Grove,2026-04-14 00:00:00,2282
Whanganui at Cherry Grove,2026-04-21 00:00:00,583
Whanganui at Cherry Grove,2026-04-29 00:00:00,52
Whanganui at Cobham Pontoons,2016-11-29 00:00:00,400
Whanganui at Cobham Pontoons,2016-12-05 00:00:00,62
Whanganui at Cobham Pontoons,2016-12-14 00:00:00,110
Whanganui at Cobham Pontoons,2016-12-21 00:00:00,130
Whanganui at Cobham Pontoons,2016-12-29 00:00:00,210
Whanganui at Cobham Pontoons,2017-01-05 00:00:00,170
Whanganui at Cobham Pontoons,2017-01-11 00:00:00,70
Whanganui at Cobham Pontoons,2017-01-18 00:00:00,86
Whanganui at Cobham Pontoons,2017-01-26 00:00:00,310
Whanganui at Cobham Pontoons,2017-02-01 00:00:00,4800
Whanganui at Cobham Pontoons,2017-02-09 00:00:00,100
Whanganui at Cobham Pontoons,2017-02-15 00:00:00,58
Whanganui at Cobham Pontoons,2017-02-22 00:00:00,870
Whanganui at Cobham Pontoons,2017-03-01 00:00:00,150
Whanganui at Cobham Pontoons,2017-03-08 00:00:00,400
Whanganui at Cobham Pontoons,2017-03-15 00:00:00,370
Whanganui at Cobham Pontoons,2017-03-22 00:00:00,170
Whanganui at Cobham Pontoons,2017-03-29 00:00:00,170
Whanganui at Cobham Pontoons,2017-04-20 00:00:00,740
Whanganui at Cobham Pontoons,2017-04-26 00:00:00,100
Whanganui at Cobham Pontoons,2017-11-07 00:00:00,327
Whanganui at Cobham Pontoons,2017-11-13 00:00:00,410
Whanganui at Cobham Pontoons,2017-11-19 00:00:00,63
Whanganui at Cobham Pontoons,2017-11-28 00:00:00,41
Whanganui at Cobham Pontoons,2017-12-04 00:00:00,108
Whanganui at Cobham Pontoons,2017-12-10 00:00:00,231
Whanganui at Cobham Pontoons,2017-12-19 00:00:00,52
Whanganui at Cobham Pontoons,2017-12-28 00:00:00,86
Whanganui at Cobham Pontoons,2018-01-04 00:00:00,146
Whanganui at Cobham Pontoons,2018-01-09 00:00:00,548
Whanganui at Cobham Pontoons,2018-01-15 00:00:00,7270
Whanganui at Cobham Pontoons,2018-01-21 00:00:00,158
Whanganui at Cobham Pontoons,2018-01-30 00:00:00,6130
Whanganui at Cobham Pontoons,2018-02-05 00:00:00,624
Whanganui at Cobham Pontoons,2018-02-11 00:00:00,84
Whanganui at Cobham Pontoons,2018-02-20 00:00:00,987
Whanganui at Cobham Pontoons,2018-02-26 00:00:00,86
Whanganui at Cobham Pontoons,2018-03-04 00:00:00,428
Whanganui at Cobham Pontoons,2018-03-13 00:00:00,63
Whanganui at Cobham Pontoons,2018-03-19 00:00:00,160
Whanganui at Cobham Pontoons,2018-03-25 00:00:00,63
Whanganui at Cobham Pontoons,2018-04-03 00:00:00,146
Whanganui at Cobham Pontoons,2018-04-09 00:00:00,41
Whanganui at Cobham Pontoons,2018-04-17 00:00:00,2610
Whanganui at Cobham Pontoons,2018-04-24 00:00:00,272
Whanganui at Cobham Pontoons,2018-11-12 00:00:00,63
Whanganui at Cobham Pontoons,2018-11-18 00:00:00,109
Whanganui at Cobham Pontoons,2018-11-26 00:00:00,410
Whanganui at Cobham Pontoons,2018-12-03 00:00:00,108
Whanganui at Cobham Pontoons,2018-12-11 00:00:00,171
Whanganui at Cobham Pontoons,2018-12-16 00:00:00,591
Whanganui at Cobham Pontoons,2018-12-24 00:00:00,422
Whanganui at Cobham Pontoons,2018-12-30 00:00:00,650
Whanganui at Cobham Pontoons,2019-01-07 00:00:00,98
Whanganui at Cobham Pontoons,2019-01-13 00:00:00,160
Whanganui at Cobham Pontoons,2019-01-22 00:00:00,86
Whanganui at Cobham Pontoons,2019-01-27 00:00:00,75
Whanganui at Cobham Pontoons,2019-02-04 00:00:00,158
Whanganui at Cobham Pontoons,2019-02-10 00:00:00,233
Whanganui at Cobham Pontoons,2019-02-18 00:00:00,259
Whanganui at Cobham Pontoons,2019-02-24 00:00:00,457
Whanganui at Cobham Pontoons,2019-03-04 00:00:00,122
Whanganui at Cobham Pontoons,2019-03-10 00:00:00,262
Whanganui at Cobham Pontoons,2019-03-19 00:00:00,175
Whanganui at Cobham Pontoons,2019-03-24 00:00:00,201
Whanganui at Cobham Pontoons,2019-04-01 00:00:00,63
Whanganui at Cobham Pontoons,2019-04-07 00:00:00,201
Whanganui at Cobham Pontoons,2019-04-15 00:00:00,432
Whanganui at Cobham Pontoons,2019-04-21 00:00:00,31
Whanganui at Cobham Pontoons,2019-04-30 00:00:00,2064
Whanganui at Cobham Pontoons,2019-11-04 00:00:00,41
Whanganui at Cobham Pontoons,2019-11-10 00:00:00,63
Whanganui at Cobham Pontoons,2019-11-18 00:00:00,158
Whanganui at Cobham Pontoons,2019-11-24 00:00:00,119
Whanganui at Cobham Pontoons,2019-12-02 00:00:00,86
Whanganui at Cobham Pontoons,2019-12-08 00:00:00,369
Whanganui at Cobham Pontoons,2019-12-16 00:00:00,97
Whanganui at Cobham Pontoons,2019-12-22 00:00:00,5480
Whanganui at Cobham Pontoons,2019-12-30 00:00:00,301
Whanganui at Cobham Pontoons,2020-01-05 00:00:00,41
Whanganui at Cobham Pontoons,2020-01-13 00:00:00,712
Whanganui at Cobham Pontoons,2020-01-19 00:00:00,41
Whanganui at Cobham Pontoons,2020-01-29 00:00:00,97
Whanganui at Cobham Pontoons,2020-02-02 00:00:00,189
Whanganui at Cobham Pontoons,2020-02-10 00:00:00,98
Whanganui at Cobham Pontoons,2020-02-16 00:00:00,228
Whanganui at Cobham Pontoons,2020-02-24 00:00:00,110
Whanganui at Cobham Pontoons,2020-03-01 00:00:00,173
Whanganui at Cobham Pontoons,2020-03-09 00:00:00,97
Whanganui at Cobham Pontoons,2020-03-15 00:00:00,63
Whanganui at Cobham Pontoons,2020-03-23 00:00:00,175
Whanganui at Cobham Pontoons,2020-11-02 00:00:00,73
Whanganui at Cobham Pontoons,2020-11-08 00:00:00,41
Whanganui at Cobham Pontoons,2020-11-16 00:00:00,259
Whanganui at Cobham Pontoons,2020-11-22 00:00:00,63
Whanganui at Cobham Pontoons,2020-11-30 00:00:00,355
Whanganui at Cobham Pontoons,2020-12-06 00:00:00,309
Whanganui at Cobham Pontoons,2020-12-14 00:00:00,441
Whanganui at Cobham Pontoons,2020-12-20 00:00:00,41
Whanganui at Cobham Pontoons,2020-12-28 00:00:00,201
Whanganui at Cobham Pontoons,2021-01-03 00:00:00,52
Whanganui at Cobham Pontoons,2021-01-11 00:00:00,97
Whanganui at Cobham Pontoons,2021-01-17 00:00:00,173
Whanganui at Cobham Pontoons,2021-01-26 00:00:00,63
Whanganui at Cobham Pontoons,2021-01-31 00:00:00,168
Whanganui at Cobham Pontoons,2021-02-09 00:00:00,132
Whanganui at Cobham Pontoons,2021-02-14 00:00:00,135
Whanganui at Cobham Pontoons,2021-02-22 00:00:00,74
Whanganui at Cobham Pontoons,2021-03-01 00:00:00,259
Whanganui at Cobham Pontoons,2021-03-08 00:00:00,97
Whanganui at Cobham Pontoons,2021-03-14 00:00:00,657
Whanganui at Cobham Pontoons,2021-03-28 00:00:00,41
Whanganui at Cobham Pontoons,2021-04-05 00:00:00,173
Whanganui at Cobham Pontoons,2021-04-11 00:00:00,384
Whanganui at Cobham Pontoons,2021-04-19 00:00:00,75
Whanganui at Cobham Pontoons,2021-04-26 00:00:00,75
Whanganui at Cobham Pontoons,2021-11-01 00:00:00,1046
Whanganui at Cobham Pontoons,2021-11-08 00:00:00,158
Whanganui at Cobham Pontoons,2021-11-15 00:00:00,146
Whanganui at Cobham Pontoons,2021-11-22 00:00:00,256
Whanganui at Cobham Pontoons,2021-11-29 00:00:00,52
Whanganui at Cobham Pontoons,2021-12-06 00:00:00,441
Whanganui at Cobham Pontoons,2021-12-13 00:00:00,2610
Whanganui at Cobham Pontoons,2021-12-20 00:00:00,432
Whanganui at Cobham Pontoons,2021-12-27 00:00:00,97
Whanganui at Cobham Pontoons,2022-01-03 00:00:00,20
Whanganui at Cobham Pontoons,2022-01-10 00:00:00,63
Whanganui at Cobham Pontoons,2022-01-17 00:00:00,173
Whanganui at Cobham Pontoons,2022-01-24 00:00:00,63
Whanganui at Cobham Pontoons,2022-01-31 00:00:00,110
Whanganui at Cobham Pontoons,2022-02-07 00:00:00,6130
Whanganui at Cobham Pontoons,2022-02-14 00:00:00,1126
Whanganui at Cobham Pontoons,2022-02-21 00:00:00,624
Whanganui at Cobham Pontoons,2022-02-28 00:00:00,282
Whanganui at Cobham Pontoons,2022-03-07 00:00:00,213
Whanganui at Cobham Pontoons,2022-03-14 00:00:00,121
Whanganui at Cobham Pontoons,2022-03-21 00:00:00,4570
Whanganui at Cobham Pontoons,2022-03-28 00:00:00,327
Whanganui at Cobham Pontoons,2022-04-04 00:00:00,187
Whanganui at Cobham Pontoons,2022-04-11 00:00:00,201
Whanganui at Cobham Pontoons,2022-04-19 00:00:00,96
Whanganui at Cobham Pontoons,2022-04-27 00:00:00,63
Whanganui at Cobham Pontoons,2022-11-01 00:00:00,5480
Whanganui at Cobham Pontoons,2022-11-07 00:00:00,404
Whanganui at Cobham Pontoons,2022-11-14 00:00:00,404
Whanganui at Cobham Pontoons,2022-11-21 00:00:00,4610
Whanganui at Cobham Pontoons,2022-11-28 00:00:00,2500
Whanganui at Cobham Pontoons,2022-12-05 00:00:00,345
Whanganui at Cobham Pontoons,2022-12-12 00:00:00,545
Whanganui at Cobham Pontoons,2022-12-19 00:00:00,
Whanganui at Cobham Pontoons,2022-12-26 00:00:00,988
Whanganui at Cobham Pontoons,2023-01-02 00:00:00,121
Whanganui at Cobham Pontoons,2023-01-09 00:00:00,1956
Whanganui at Cobham Pontoons,2023-01-16 00:00:00,52
Whanganui at Cobham Pontoons,2023-01-24 00:00:00,135
Whanganui at Cobham Pontoons,2023-01-30 00:00:00,10500
Whanganui at Cobham Pontoons,2023-02-07 00:00:00,586
Whanganui at Cobham Pontoons,2023-02-13 00:00:00,199
Whanganui at Cobham Pontoons,2023-02-20 00:00:00,345
Whanganui at Cobham Pontoons,2023-02-27 00:00:00,594
Whanganui at Cobham Pontoons,2023-03-06 00:00:00,203
Whanganui at Cobham Pontoons,2023-03-13 00:00:00,1354
Whanganui at Cobham Pontoons,2023-03-20 00:00:00,1565
Whanganui at Cobham Pontoons,2023-03-27 00:00:00,443
Whanganui at Cobham Pontoons,2023-04-03 00:00:00,422
Whanganui at Cobham Pontoons,2023-04-11 00:00:00,199
Whanganui at Cobham Pontoons,2023-04-17 00:00:00,857
Whanganui at Cobham Pontoons,2023-04-24 00:00:00,1162
Whanganui at Cobham Pontoons,2023-11-06 00:00:00,75
Whanganui at Cobham Pontoons,2023-11-13 00:00:00,420
Whanganui at Cobham Pontoons,2023-11-20 00:00:00,1246
Whanganui at Cobham Pontoons,2023-11-27 00:00:00,132
Whanganui at Cobham Pontoons,2023-12-04 00:00:00,197
Whanganui at Cobham Pontoons,2023-12-11 00:00:00,465
Whanganui at Cobham Pontoons,2023-12-18 00:00:00,30
Whanganui at Cobham Pontoons,2023-12-27 00:00:00,369
Whanganui at Cobham Pontoons,2024-01-03 00:00:00,3260
Whanganui at Cobham Pontoons,2024-01-08 00:00:00,272
Whanganui at Cobham Pontoons,2024-01-15 00:00:00,703
Whanganui at Cobham Pontoons,2024-01-23 00:00:00,733
Whanganui at Cobham Pontoons,2024-01-29 00:00:00,530
Whanganui at Cobham Pontoons,2024-02-05 00:00:00,744
Whanganui at Cobham Pontoons,2024-02-12 00:00:00,1529
Whanganui at Cobham Pontoons,2024-02-19 00:00:00,288
Whanganui at Cobham Pontoons,2024-02-26 00:00:00,789
Whanganui at Cobham Pontoons,2024-03-04 00:00:00,256
Whanganui at Cobham Pontoons,2024-03-11 00:00:00,389
Whanganui at Cobham Pontoons,2024-03-18 00:00:00,727
Whanganui at Cobham Pontoons,2024-03-25 00:00:00,538
Whanganui at Cobham Pontoons,2024-04-02 00:00:00,85
Whanganui at Cobham Pontoons,2024-04-08 00:00:00,637
Whanganui at Cobham Pontoons,2024-04-15 00:00:00,2143
Whanganui at Cobham Pontoons,2024-04-22 00:00:00,2760
Whanganui at Cobham Pontoons,2024-11-04 00:00:00,663
Whanganui at Cobham Pontoons,2024-11-11 00:00:00,75
Whanganui at Cobham Pontoons,2024-11-18 00:00:00,2143
Whanganui at Cobham Pontoons,2024-11-25 00:00:00,265
Whanganui at Cobham Pontoons,2024-12-02 00:00:00,
Whanganui at Cobham Pontoons,2024-12-09 00:00:00,98
Whanganui at Cobham Pontoons,2024-12-16 00:00:00,471
Whanganui at Cobham Pontoons,2024-12-23 00:00:00,160
Whanganui at Cobham Pontoons,2024-12-30 00:00:00,148
Whanganui at Cobham Pontoons,2025-01-06 00:00:00,98
Whanganui at Cobham Pontoons,2025-01-13 00:00:00,63
Whanganui at Cobham Pontoons,2025-01-21 00:00:00,10
Whanganui at Cobham Pontoons,2025-01-27 00:00:00,364
Whanganui at Cobham Pontoons,2025-02-03 00:00:00,109
Whanganui at Cobham Pontoons,2025-02-10 00:00:00,331
Whanganui at Cobham Pontoons,2025-02-17 00:00:00,135
Whanganui at Cobham Pontoons,2025-02-24 00:00:00,30
Whanganui at Cobham Pontoons,2025-03-03 00:00:00,197
Whanganui at Cobham Pontoons,2025-03-10 00:00:00,193
Whanganui at Cobham Pontoons,2025-03-17 00:00:00,1106
Whanganui at Cobham Pontoons,2025-03-24 00:00:00,4352
Whanganui at Cobham Pontoons,2025-04-01 00:00:00,405
Whanganui at Cobham Pontoons,2025-04-07 00:00:00,426
Whanganui at Cobham Pontoons,2025-04-14 00:00:00,98
Whanganui at Cobham Pontoons,2025-04-22 00:00:00,173
Whanganui at Cobham Pontoons,2025-04-28 00:00:00,201
Whanganui at Cobham Pontoons,2025-11-03 00:00:00,122
Whanganui at Cobham Pontoons,2025-11-10 00:00:00,171
Whanganui at Cobham Pontoons,2025-11-17 00:00:00,213
Whanganui at Cobham Pontoons,2025-11-24 00:00:00,148
Whanganui at Cobham Pontoons,2025-12-01 00:00:00,121
Whanganui at Cobham Pontoons,2025-12-08 00:00:00,1785
Whanganui at Cobham Pontoons,2025-12-15 00:00:00,1723
Whanganui at Cobham Pontoons,2025-12-22 00:00:00,20
Whanganui at Cobham Pontoons,2025-12-29 00:00:00,249
Whanganui at Cobham Pontoons,2026-01-07 00:00:00,52
Whanganui at Cobham Pontoons,2026-01-12 00:00:00,131
Whanganui at Cobham Pontoons,2026-01-20 00:00:00,455
Whanganui at Cobham Pontoons,2026-01-26 00:00:00,1198
Whanganui at Cobham Pontoons,2026-02-02 00:00:00,187
Whanganui at Cobham Pontoons,2026-02-09 00:00:00,285
Whanganui at Cobham Pontoons,2026-02-17 00:00:00,2247
Whanganui at Cobham Pontoons,2026-02-23 00:00:00,350
Whanganui at Cobham Pontoons,2026-03-02 00:00:00,275
Whanganui at Cobham Pontoons,2026-03-10 00:00:00,131
Whanganui at Cobham Pontoons,2026-03-16 00:00:00,272
Whanganui at Cobham Pontoons,2026-03-23 00:00:00,85
Whanganui at Cobham Pontoons,2026-03-30 00:00:00,275
Whanganui at Cobham Pontoons,2026-04-07 00:00:00,175
Whanganui at Cobham Pontoons,2026-04-13 00:00:00,7270
Whanganui at Cobham Pontoons,2026-04-20 00:00:00,6130
Whanganui at Cobham Pontoons,2026-04-28 00:00:00,223
Whanganui at Matapuna,2016-12-01 00:00:00,370
Whanganui at Matapuna,2016-12-06 00:00:00,150
Whanganui at Matapuna,2016-12-13 00:00:00,49
Whanganui at Matapuna,2016-12-20 00:00:00,75
Whanganui at Matapuna,2016-12-27 00:00:00,74
Whanganui at Matapuna,2017-01-04 00:00:00,1600
Whanganui at Matapuna,2017-01-10 00:00:00,86
Whanganui at Matapuna,2017-01-17 00:00:00,54
Whanganui at Matapuna,2017-01-24 00:00:00,190
Whanganui at Matapuna,2017-01-31 00:00:00,68
Whanganui at Matapuna,2017-02-07 00:00:00,69
Whanganui at Matapuna,2017-02-14 00:00:00,110
Whanganui at Matapuna,2017-02-22 00:00:00,90
Whanganui at Matapuna,2017-02-28 00:00:00,99
Whanganui at Matapuna,2017-03-07 00:00:00,44
Whanganui at Matapuna,2017-03-14 00:00:00,84
Whanganui at Matapuna,2017-03-21 00:00:00,12
Whanganui at Matapuna,2017-03-28 00:00:00,180
Whanganui at Matapuna,2017-04-04 00:00:00,4500
Whanganui at Matapuna,2017-04-18 00:00:00,210
Whanganui at Matapuna,2017-04-26 00:00:00,8
Whanganui at Matapuna,2017-11-07 00:00:00,84
Whanganui at Matapuna,2017-11-14 00:00:00,31
Whanganui at Matapuna,2017-11-20 00:00:00,
Whanganui at Matapuna,2017-11-21 00:00:00,
Whanganui at Matapuna,2017-11-28 00:00:00,63
Whanganui at Matapuna,2017-12-05 00:00:00,10
Whanganui at Matapuna,2017-12-12 00:00:00,158
Whanganui at Matapuna,2017-12-18 00:00:00,20
Whanganui at Matapuna,2017-12-19 00:00:00,20
Whanganui at Matapuna,2017-12-28 00:00:00,41
Whanganui at Matapuna,2018-01-04 00:00:00,185
Whanganui at Matapuna,2018-01-09 00:00:00,63
Whanganui at Matapuna,2018-01-16 00:00:00,
Whanganui at Matapuna,2018-01-24 00:00:00,96
Whanganui at Matapuna,2018-01-30 00:00:00,5480
Whanganui at Matapuna,2018-02-07 00:00:00,31
Whanganui at Matapuna,2018-02-13 00:00:00,94
Whanganui at Matapuna,2018-02-20 00:00:00,63
Whanganui at Matapuna,2018-02-27 00:00:00,148
Whanganui at Matapuna,2018-03-06 00:00:00,86
Whanganui at Matapuna,2018-03-13 00:00:00,158
Whanganui at Matapuna,2018-03-20 00:00:00,52
Whanganui at Matapuna,2018-03-27 00:00:00,74
Whanganui at Matapuna,2018-04-03 00:00:00,74
Whanganui at Matapuna,2018-04-12 00:00:00,399
Whanganui at Matapuna,2018-04-17 00:00:00,63
Whanganui at Matapuna,2018-11-13 00:00:00,2359
Whanganui at Matapuna,2018-11-20 00:00:00,164
Whanganui at Matapuna,2018-11-27 00:00:00,327
Whanganui at Matapuna,2018-12-04 00:00:00,1187
Whanganui at Matapuna,2018-12-11 00:00:00,98
Whanganui at Matapuna,2018-12-18 00:00:00,122
Whanganui at Matapuna,2018-12-27 00:00:00,350
Whanganui at Matapuna,2019-01-03 00:00:00,20
Whanganui at Matapuna,2019-01-08 00:00:00,20
Whanganui at Matapuna,2019-01-15 00:00:00,4880
Whanganui at Matapuna,2019-01-22 00:00:00,145
Whanganui at Matapuna,2019-01-30 00:00:00,52
Whanganui at Matapuna,2019-02-05 00:00:00,41
Whanganui at Matapuna,2019-02-12 00:00:00,97
Whanganui at Matapuna,2019-02-19 00:00:00,20
Whanganui at Matapuna,2019-02-26 00:00:00,109
Whanganui at Matapuna,2019-03-05 00:00:00,10
Whanganui at Matapuna,2019-03-12 00:00:00,119
Whanganui at Matapuna,2019-03-19 00:00:00,52
Whanganui at Matapuna,2019-03-26 00:00:00,20
Whanganui at Matapuna,2019-04-02 00:00:00,1842
Whanganui at Matapuna,2019-04-09 00:00:00,20
Whanganui at Matapuna,2019-04-17 00:00:00,10
Whanganui at Matapuna,2019-04-26 00:00:00,52
Whanganui at Matapuna,2019-05-01 00:00:00,134
Whanganui at Matapuna,2019-11-12 00:00:00,573
Whanganui at Matapuna,2019-11-19 00:00:00,185
Whanganui at Matapuna,2019-11-20 00:00:00,185
Whanganui at Matapuna,2019-11-27 00:00:00,31
Whanganui at Matapuna,2019-12-03 00:00:00,388
Whanganui at Matapuna,2019-12-10 00:00:00,345
Whanganui at Matapuna,2019-12-17 00:00:00,408
Whanganui at Matapuna,2019-12-23 00:00:00,161
